"cbZ6qf--NHQ",26,9.0000000000000000
"61ogrC6F7Gg",6,3.0000000000000000
"XRSjPV2BCO0",15,11.0000000000000000
"T_UN0WoZN6w",29,9.0000000000000000
"cBE2o2lBl3o",8,8.0000000000000000
"i1j3TJH61dw",22,11.0000000000000000
"2gr0AETWl2Q",8,14.0000000000000000
"NH4WwK9kqLA",36,14.2500000000000000
"zCMRDC_zX6Q",11,8.0000000000000000
"KXP8qqdZg4w",75,10.0000000000000000
"kCeRvhmjUuE",17,9.0000000000000000
"oImV6LpvnSk",22,22.0000000000000000
"6NbWxGj5PUk",5,4.0000000000000000
"8P9lqD5oDrc",15,3.0000000000000000
"GflKe5cGMmo",3,5.0000000000000000
"z0-KnYU8ZLk",8,9.0000000000000000
"Wnn6CuXPB1o",6,4.0000000000000000
"BSqXcFSqIbM",8,4.0000000000000000
"FDSoA-o9uWU",12,2.0000000000000000
"WwKSXx5eEmU",21,2.0000000000000000
"O2aen0c9-Po",2,3.0000000000000000
"PhnXbqpPTuY",58,18.0000000000000000
"O13-OWfpYUo",16,41.0000000000000000
"-IEBCXG4Ke8",24,48.2000000000000000
"s0BwLARpqVE",34,2.0000000000000000
"1VwoaOF6EPY",27,6.0000000000000000
"e2SVVjea9OQ",14,14.0000000000000000
"QVsTwfHP5E0",10,116.0000000000000000
"S9eeoy6OnUs",10,4.0000000000000000
"qZI52PR0Mnk",28,13.7000000000000000
"YnTZcAAtKcI",21,4.0000000000000000
"pS7onHmQAFk",42,37.4000000000000000
"mcf8AQvLg7Y",7,57.0000000000000000
"BLtdKSuWOoM",11,12.0000000000000000
"4ph5wkdnnks",31,92.0000000000000000
"tNt8wLK3Ojo",7,34.0000000000000000
"ItA7A0O1bnM",28,41.0000000000000000
"0QEGZc0o2gs",94,132.3636363636363636
"RUTlo87IL50",19,2.0000000000000000
"JQC23elQFl0",20,12.0000000000000000
"jlkBGw7gQDM",9,10.0000000000000000
"X-nIVACjMgg",38,13.0000000000000000
"Ir4Ltgj4o84",473,45.5000000000000000
"pmWvDY38f2o",20,45.0000000000000000
"Zf7vPa6CUJM",18,23.0000000000000000
"znUOhsSyvGM",8,8.0000000000000000
"UaFqbRlAlxc",16,22.0000000000000000
"s3Cylg6TwnA",4,7.0000000000000000
"f5jbl4YYrAc",33,68.2000000000000000
"4hsOrgqaq2g",29,119.0000000000000000
"fnz3zZrHixE",28,28.0000000000000000
"JaHSlnmJwg8",147,38.0000000000000000
"YjgvHMUoNF8",4,16.0000000000000000
"Dr9vv4WlZy4",9,10.4000000000000000
"Uh3yHvRI24M",19,6.0000000000000000
"MI906oDlFZM",29,31.0000000000000000
"gqh_mJGY7N4",25,15.0000000000000000
"kL_VNnxMZCE",14,9.0000000000000000
"Y-bx1SpTH2k",20,9.0000000000000000
"09rwzzhRl50",3,2.0000000000000000
"xyLUgxMdHQ4",9,18.0000000000000000
"Fmy4GQXoQG4",15,7.0000000000000000
"FjUO16Q6gh4",25,26.0000000000000000
"ZgtnUZNfD4c",12,4.0000000000000000
"pj1HBkucoyk",68,76.5000000000000000
"zlk7xBgKl70",28,17.0000000000000000
"AlEIGivMPLI",7,13.0000000000000000
"nK-29KF0ScA",6,6.0000000000000000
"l05Ocl61xP0",43,109.0000000000000000
"WnYAY3ae1cU",11,5.0000000000000000
"4jE43J_TUQo",20,1.00000000000000000000
"PefzCben1kk",15,50.0000000000000000
"lK5wYSHUsc0",40,9.0000000000000000
"k2WdBBlJeLo",18,6.0000000000000000
"6-ZA4q8NesY",45,9.0000000000000000
"PcxpVFqqV6k",45,8.0000000000000000
"smFNF3hp1qg",32,37.0000000000000000
"E9f3azDFk-4",37,18.0000000000000000
"8XWU1cRL_8Q",13,1.00000000000000000000
"TdwUloWgiqY",72,245.0000000000000000
"U1MXc-zQWDs",23,17.0000000000000000
"cgm88IgM-HQ",100,179.5333333333333333
"Q4Zq5NmoWoM",36,7.0000000000000000
"45Kb8FHkhLU",32,39.3076923076923077
"XARXicP9DGY",12,17.0000000000000000
"m22kTZ_RbLw",35,51.9090909090909091
"MSxersTl6io",13,7.0000000000000000
"UUYn7hZ4jMU",68,87.0000000000000000
"-8PJoZv8ROE",9,3.0000000000000000
"8320EyYHOxk",23,48.0000000000000000
"NalWrYRUMhM",19,46.0000000000000000
"9WxTTOtF9EI",4,1.00000000000000000000
"UY3zPmJXqq8",6,32.0000000000000000
"shYkvpU71Ug",24,10.0000000000000000
"EaZ2cm1_kLA",30,27.0000000000000000
"fmXrSCtgQtw",66,158.3333333333333333
"9XpXAnRLxAc",15,17.0000000000000000
"d37JmU8laTo",108,70.0000000000000000
"JLH4s90rrgI",12,154.4615384615384615
"EDgiZJo85fs",35,21.0000000000000000
"wEkQIVScZi0",24,7.0000000000000000
"MPB_oBNXUeU",4,2.0000000000000000
"9pULw4k21NI",11,11.0000000000000000
"VyPGeFbe5hw",36,18.0000000000000000
"wu7FccvhQEk",19,47.0000000000000000
"dsaxOeHFuDY",13,43.0000000000000000
"2-6EWAdvlSo",21,18.4285714285714286
"Umu3SR43qXs",149,60.2142857142857143
"aL8ZFDlb4ns",66,116.0000000000000000
"kKI5LXBB460",31,8.0000000000000000
"5FvqL45LeL4",15,2.0769230769230769
"oy-SZ2_F8zs",36,14.0000000000000000
"84gOsDHjCgA",35,6.0000000000000000
"8swpPsKr_pg",2,29.0000000000000000
"cBhvoCrM2es",8,43.8571428571428571
"OmsNWr6gMWE",3,5.0000000000000000
"KJxsEgFrxaE",78,10.0000000000000000
"cXTG6_WlQpc",36,8.0000000000000000
"PtodwGDQI50",39,27.0000000000000000
"s8iYYiTyZSE",6,5.0000000000000000
"d1s3RYsObMA",21,2.0000000000000000
"zK0RjBbQqTc",68,184.3333333333333333
"OSK6nmwKcNI",14,1.00000000000000000000
"Qm_bGTiCYrE",46,175.8000000000000000
"j0McDcSepfg",15,2.0000000000000000
"ds5H2wy5VHA",179,28.0000000000000000
"aN-XGccBsz8",6,15.0000000000000000
"eBkPDteFT8I",9,10.0000000000000000
"4YmpnRBwAYg",233,48.5000000000000000
"oO-biGrB0JE",1,2.0000000000000000
"41RqFXDRPIw",2,0E-20
"clZSVM5fYVA",36,40.0000000000000000
"w5OkGcbcXDY",13,5.0000000000000000
"hQFeOuy3bOg",12,51.0000000000000000
"y9S1irlQ05o",9,2.0000000000000000
"m47qfgY5488",27,36.0000000000000000
"PvBI9jo9sfw",19,4.0000000000000000
"KLVGIoLVXys",8,9.0000000000000000
"FoSBTl_zLxQ",19,4.0000000000000000
